web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,min experince,salary,industry,functional area,role category,role,employement type,ug education ,pg education,job resposibilities,job requirements
"1551717914-4434","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-22","Delv Senior Software Eng","https://www.naukri.com/job-listings-Delv-Senior-Software-Eng-Mphasis-Limited-Mumbai-4-to-6-years-280219900586?src=premjobsearchDesk&sid=15517179373056&xp=49&px=22","Delv Senior Software Eng","Mphasis Limited","Mumbai","SQL     Android     JSON     BPO     Android SDK     infrastructure services     Mobile development     business process outsourcing     Manager Technology     Focus","4 - 6 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Computers","Post Graduation Not Required","null","null"
"1551717510-4291","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","Senior Business Analyst - WMS","https://www.naukri.com/job-listings-Senior-Business-Analyst-WMS-Beacon-Path-Delhi-NCR-Jaipur-4-to-8-years-270219904010?src=premjobsearchDesk&sid=15517175139075&xp=42&px=25","Senior Business Analyst - WMS","Beacon Path","Delhi NCR,    Jaipur","Business Analyst     WMS     SQL     Agile     Oracle Dashboard     systems designs     operations","4 - 8 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - DBA   ,     Datawarehousing","System Design/Implementation/ERP/CRM","Business Analyst","Permanent Job, Full Time","B.Tech/B.E. - Computers","MCA - Computers","null","null"
"1551718033-4479","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-22","Business Analyst with BPM and Java  Hiring @ FIS Chennai","https://www.naukri.com/job-listings-Business-Analyst-with-BPM-and-Java-Hiring-FIS-Chennai-FIS-Global-Business-Solutions-India-Pvt-Ltd-Chennai-5-to-10-years-080119005322?src=premjobsearchDesk&sid=15517179373056&xp=4&px=22","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1551715089-3665","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","PHP Developer (3-5 Yrs)","https://www.naukri.com/job-listings-PHP-Developer-3-5-Yrs-DATAZOIC-MACHINES-PRIVATE-LIMITED-Chennai-3-to-5-years-220219003119?src=premjobsearchDesk&sid=1551715022558&xp=18&px=38","PHP Developer (3-5 Yrs)","DATAZOIC MACHINES PRIVATE LIMITED","Chennai","Core PHP     OOPS     object oriented     Zend Framework     CakePHP     Laravel     Codeigniter     MVC     Javascript     HTML     CSS     MySQL","3 - 5 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - System Programming","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","null","null","null"
"1551715005-3636","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","Java Application Developer - Aws/restful API","https://www.naukri.com/job-listings-Java-Application-Developer-Aws-restful-API-Gracira-Technologies-Bengaluru-4-to-7-years-010319000822?src=premjobsearchDesk&sid=1551715022558&xp=47&px=38","Java Application Developer - Aws/restful API","Gracira Technologies","Bengaluru","java     oop     design patterns     object oriented programming     application development     java application developer","4 - 7 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","Any Postgraduate","null","null"
"1551713687-3185","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Blockchain Developer - Java/ Python","https://www.naukri.com/job-listings-Blockchain-Developer-Java-Python-Confidential-Bengaluru-4-to-8-years-091018901455?src=premjobsearchDesk&sid=15517137072445&xp=48&px=47","Blockchain Developer - Java/ Python","Confidential","Bengaluru","Java     Python     Go     Application Development     Problem Solving     Client Presentations     Communication Skills","4 - 8 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","Any Graduate - Any Specialization","null","null","null"
"1551717902-4431","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-23","Team Lead Quantitative Analytics","https://www.naukri.com/job-listings-Team-Lead-Quantitative-Analytics-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Bengaluru-2-to-6-years-280219900532?src=premjobsearchDesk&sid=15517177954032&xp=2&px=23","Team Lead Quantitative Analytics","Gartner India Research & Advisory Services Pvt Ltd","Bengaluru","Analytics     data science     Team Leader     Recruitment     SQL     Workflow     Publishing     Analytical     Graphics     Information technology","2 - 6 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     Strategy   ,     Management Consulting   ,     Corporate Planning","Corporate Planning/Consulting/Strategy","Business Analyst","Permanent Job, Full Time","Any Graduate - Any Specialization","MBA/PGDM - Any Specialization","null","null"
"1551714304-3396","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","Salesforce Developer","https://www.naukri.com/job-listings-Salesforce-Developer-FTD-India-Pvt-Ltd-Hyderabad-2-to-5-years-090119005384?src=premjobsearchDesk&sid=15517142937769&xp=37&px=43","Salesforce Developer","FTD India Pvt. Ltd","Hyderabad","salesforce.com     Salesforce     Salesforce CRM     Salesforce Developer","2 - 5 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Computers, Electrical, Electronics/Telecommunication","null","null","null"
"1551717689-4356","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-24","Java Developer - J2ee/spring/hibernate","https://www.naukri.com/job-listings-Java-Developer-J2ee-spring-hibernate-SquareRoot-Bengaluru-4-to-9-years-280219004756?src=premjobsearchDesk&sid=15517176561506&xp=27&px=24","Java Developer - J2ee/spring/hibernate","SquareRoot","Bengaluru","Java     Spring     Hibernate     J2Ee     Algorithms     Multithreading     MySQL     TDD     Software Development     Data Structures","4 - 9 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551716669-3988","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-31","Senior Software Engineer/software Engineer - Python Development","https://www.naukri.com/job-listings-Senior-Software-Engineer-software-Engineer-Python-Development-Sourcebits-Technologies-Bengaluru-3-to-8-years-260219901922?src=premjobsearchDesk&sid=15517166815011&xp=45&px=31","Senior Software Engineer/software Engineer - Python Development","Sourcebits Technologies","Bengaluru","Use Cases     Front End     Software Engineering     Python Development     Rest Web Services     Python     PostgreSQL     Linux     Shell programming","3 - 8 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","MCA - Computers","null","null"
"1551717535-4300","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","Lead AngularJS Developer - Open Source Technologies","https://www.naukri.com/job-listings-Lead-AngularJS-Developer-Open-Source-Technologies-Unitres-Business-Solutions-Bengaluru-6-to-10-years-270219904276?src=premjobsearchDesk&sid=15517175139075&xp=33&px=25","Lead AngularJS Developer - Open Source Technologies","Unitres Business Solutions","Bengaluru","Angular 2     Angular 4     Angular 5     Angular 6     Javascript     Java     AngularJS     Open Source     jQuery     HTML5     CSS3","6 - 10 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Team Lead/Technical Lead","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization, Diploma - Any Specialization, B.Sc - Any Specialization, Computers","MCA - Computers","null","null"
"1551716582-3955","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-32","Project Leader: Piping Design","https://www.naukri.com/job-listings-Project-Leader-Piping-Design-QuEST-Global-Engineering-Services-Private-Limited-Bengaluru-10-to-14-years-260219900944?src=premjobsearchDesk&sid=15517165316160&xp=28&px=32","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1551714280-3387","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","Technology Delivery Lead","https://www.naukri.com/job-listings-Technology-Delivery-Lead-Accenture-Hyderabad-15-to-20-years-270219903231?src=premjobsearchDesk&sid=15517142937769&xp=46&px=43","Technology Delivery Lead","Accenture","Hyderabad","Project management     Business process     Outsourcing     Service quality     Operations     Project initiation     Delivery excellence     Client development     enterprise support     Business Analyst","15 - 20 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - ERP   ,     CRM","Project Management","Project Manager-IT/Software","Permanent Job, Full Time","Any Graduate - Any Specialization","Post Graduation Not Required","null","null"
"1551718383-4610","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Lead Java Developer","https://www.naukri.com/job-listings-Lead-Java-Developer-U2opia-Mobile-Pvt-Ltd-Gurgaon-6-to-9-years-260219000348?src=premjobsearchDesk&sid=15517183494992&xp=23&px=19","Lead Java Developer","U2opia Mobile Pvt Ltd.","Gurgaon","Spring     Hibernate     JSP     JPA     Struts     JMS     Core Java     Activemq     JUnit     Maven","6 - 9 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Team Lead/Technical Lead","Permanent Job, Full Time","null","null","null","null"
"1551718136-4517","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Lead - Digital Analytics","https://www.naukri.com/job-listings-Lead-Digital-Analytics-Asterion-Consulting-Pvt-Ltd-Bengaluru-4-to-8-years-250219000662?src=premjobsearchDesk&sid=15517180731854&xp=16&px=21","Lead - Digital Analytics","Asterion Consulting Pvt. Ltd","Bengaluru","web analytics     web technologies     Adobe     Sitecatalyst     Digital     online","4 - 8 yrs","Not Disclosed by Recruiter","Banking  /    Financial Services  /    Broking","Functional Area:     Analytics & Business Intelligence","Analytics & BI","Data Analyst","Permanent Job, Full Time","null","null","null","null"
"1551713956-3275","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","Job Opening for Materials - Manager","https://www.naukri.com/job-listings-Opening-for-Materials-Manager-Lotte-India-Corporation-Limited-Chennai-10-to-19-years-230119006145?src=premjobsearchDesk&sid=1551713857191&xp=8&px=46","Job Opening for Materials - Manager","Lotte India Corporation Limited","Chennai","Purchase     Sales     Material Management     Vendor Management     Inventory Control     Sourcing     Negotiation","10 - 19 yrs","Not Disclosed by Recruiter","FMCG  /    Foods  /    Beverage","Functional Area:     Production   ,     Manufacturing   ,     Maintenance","Safety/Health/Environment","Health-Officer/Manager","Permanent Job, Full Time","null","null","null","null"
"1551713843-3237","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","SFDC Architect - Apex","https://www.naukri.com/job-listings-SFDC-Architect-Apex-Career-Infosystem-Mumbai-5-to-10-years-270219005258?src=premjobsearchDesk&sid=1551713857191&xp=46&px=46","SFDC Architect - Apex","Career Infosystem","Mumbai","Apex     Data Loader     Visualforce     Force.com     Salesforce.com     Triggers     Salesforce     SFDC     Java     Rest     Visual Force     SOAP     REST APIs     JSON     sObjects","5 - 10 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Technical Architect","Permanent Job, Full Time","Any Graduate - Any Specialization","Any Postgraduate - Any Specialization","null","null"
